id,Country,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
800,Uganda,-0.87494748,-0.511070111,-0.290883813,0.111360072,45.30413306,-0.917422285,0.050525955,0.219725202,7.769448388,6.724434361
804,Ukraine,1.212318177,0.621673917,-0.1234411,-0.291956531,1.705162775,-0.127205005,-0.659733803,1.77143223,1.423730305,-0.69620927
807,Macedonia,-0.419476443,8.252891108,-0.806071265,1.324182875,5.617128713,-0.629041315,3.153132913,-0.706267422,-0.034204023,-0.872330066
818,Egypt,1.135987124,-0.158040629,0.483878492,-0.103517168,-0.146461534,0.363066736,-0.265547687,1.052042261,-0.40052291,0.324546682
826,United Kingdom,-0.086087124,-0.064323027,0.086102319,-0.040346476,0.079122131,-0.065623952,-0.218212117,0.174333375,0.098847802,0.01312346
834,Tanzania,0.391369359,2.132044512,-0.479542067,5.857755535,0.562026374,0.716315633,-0.272753457,-0.207473665,-0.478180621,2.906824781
854,Burkina Faso,0,0,0,0,0,-0.725640336,3.867546996,2.912489782,-0.655242003,1.873117779
858,Uruguay,-0.235188683,0.91832547,0.485895594,-0.34632469,0.018572496,0.650934073,-0.019876237,0.782178357,0.461959198,0.006516678
860,Uzbekistan,0.540809007,-0.73833485,7.008079192,-0.920389656,2.708245455,3.058763395,-0.959032929,2.767018061,20.15470963,-0.787869201
862,Venezuela,-0.577932991,0.904160335,1.004764184,0.776157456,0.093182353,-0.187988598,-0.238061465,-0.03396316,0.200458872,0.014222179
876,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0
882,Samoa,0.017946769,0.255959297,-0.678544087,1.050380262,0.181646283,-0.097668717,-0.85507533,-0.781861703,0.457594093,-0.776824034
887,Yemen,1.882680377,0.541737298,0.171604365,0.255995295,0.124286554,0.519269572,0.296680111,-0.54232058,1.702214917,-0.036624834
894,Zambia,-0.333778721,1.463093319,-0.124868282,2.248070713,-0.4295299,1.557980397,0.19138953,-0.230528911,14.63697836,-0.70096719
